date,priceUsd
2017-11-09,7236.284124428134
2017-11-10,6943.8492186440935
2017-11-11,6524.688148397496
2017-11-12,6072.979076720341
2017-11-13,6311.649473110315
2017-11-14,6563.202109456304
2017-11-15,7024.945119791178
2017-11-16,7453.887912532002
2017-11-17,7831.5032667164305
2017-11-18,7693.879054269712
2017-11-19,7833.173672512849
2017-11-20,8119.8048423743185
2017-11-21,8175.807629626872
2017-11-22,8201.643092877774
2017-11-23,8180.03029995104
2017-11-24,8170.7565482990685
2017-11-25,8476.44220622763
2017-11-26,9067.277512136545
2017-11-27,9611.709659577373
2017-11-28,9851.05942320947
2017-11-29,10424.926070184692
2017-11-30,9893.968506139725
2017-12-01,10176.440186895954
2017-12-02,10940.084174157444
2017-12-03,11292.486189486584
2017-12-04,11351.388614565432
2017-12-05,11678.667578795288
2017-12-06,12612.293755093257
2017-12-07,15061.8528269901
2017-12-08,15789.033157664868
2017-12-09,15074.325560340005
2017-12-10,14386.523873721311
2017-12-11,16480.59357587528
2017-12-12,16958.01902813076
2017-12-13,16753.9894374111
2017-12-14,16479.63552544032
2017-12-15,17479.844537673227
2017-12-16,18292.98484890044
2017-12-17,19339.922658004096
2017-12-18,18737.027443144572
2017-12-19,18252.33688841645
2017-12-20,16752.936421255985
2017-12-21,16209.848632666788
2017-12-22,13631.187521299453
2017-12-23,14605.111561991516
2017-12-24,13389.833424657283
2017-12-25,13788.7687682697
2017-12-26,15180.236197473761
2017-12-27,15628.965086432636
2017-12-28,14212.634601821514
2017-12-29,14525.356023674116
2017-12-30,13182.294237362796
2017-12-31,13319.087071269923
2018-01-01,13430.40268147549
2018-01-02,13882.59335200004
2018-01-03,14975.781052257262
2018-01-04,14832.974820124227
2018-01-05,15836.264466754845
2018-01-06,16738.36359669583
2018-01-07,16603.051798718647
2018-01-08,15330.401087654407
2018-01-09,14931.92010826722
2018-01-10,14234.745238732488
2018-01-11,13805.605756453231
2018-01-12,13722.798845253603
2018-01-13,14271.52667916044
2018-01-14,13722.65650016585
2018-01-15,13847.80021975883
2018-01-16,12124.776422747063
2018-01-17,10617.486305044064
2018-01-18,11428.04174598482
2018-01-19,11461.77140845662
2018-01-20,12476.288757008811
2018-01-21,11899.635721231574
2018-01-22,11132.437380574025
2018-01-23,10727.199137060517
2018-01-24,11019.005732035572
2018-01-25,11314.07479566962
2018-01-26,11025.686370715244
2018-01-27,11268.5250628784
2018-01-28,11676.350730297763
2018-01-29,11316.22238298106
2018-01-30,10697.044560038483
2018-01-31,10056.436002710536
2018-02-01,9583.590308699693
2018-02-02,8631.446644695903
2018-02-03,8949.409524817782
2018-02-04,8762.662006213066
2018-02-05,7646.555922369345
2018-02-06,6832.493646387834
2018-02-07,7899.566308880422
2018-02-08,8228.819616478013
2018-02-09,8271.787239014757
2018-02-10,8652.133925294762
2018-02-11,8210.811218422705
2018-02-12,8637.55197038025
2018-02-13,8623.195575346981
2018-02-14,9025.878409336285
2018-02-15,9799.374787666287
2018-02-16,10021.846321224519
2018-02-17,10680.055398965707
2018-02-18,10716.05955325954
2018-02-19,10865.825674179105
2018-02-20,11504.345472850197
2018-02-21,10788.7856253334
2018-02-22,10272.250979151382
2018-02-23,10009.504798470069
2018-02-24,9924.51024860052
2018-02-25,9602.28546071944
2018-02-26,9908.168019298271
2018-02-27,10555.19923755976
2018-02-28,10625.22779596685
2018-03-01,10655.653630279303
2018-03-02,10988.23593517538
2018-03-03,11354.787520886675
2018-03-04,11256.234348047004
2018-03-05,11520.588143447108
2018-03-06,11026.664991777532
2018-03-07,10407.041672081335
2018-03-08,9710.604934130637
2018-03-09,8902.857757767682
2018-03-10,9242.534921776745
2018-03-11,9059.084900625809
2018-03-12,9445.728593421103
2018-03-13,9162.940622553184
2018-03-14,8770.179393813798
2018-03-15,8109.763909169609
2018-03-16,8317.461761520002
2018-03-17,8081.778138464784
2018-03-18,7675.353006286699
2018-03-19,8350.208125352898
2018-03-20,8623.205436746153
2018-03-21,8990.247344472726
2018-03-22,8792.839178706707
2018-03-23,8538.603664982129
2018-03-24,8863.320343293042
2018-03-25,8548.695244407558
2018-03-26,8222.114580441652
2018-03-27,7978.072009264541
2018-03-28,7935.047111127195
2018-03-29,7530.999470495998
2018-03-30,6898.48298273197
2018-03-31,7022.392475828512
2018-04-01,6821.618367299809
2018-04-02,6998.512731412581
2018-04-03,7342.967696409203
2018-04-04,7100.882730731289
2018-04-05,6775.831272576529
2018-04-06,6667.745000442899
2018-04-07,6909.637230525805
2018-04-08,7017.661712197945
2018-04-09,6916.076249265817
2018-04-10,6797.674597014594
2018-04-11,6913.947818866816
2018-04-12,7349.325002709012
2018-04-13,8007.82583119589
2018-04-14,8024.701228200966
2018-04-15,8247.067411768825
2018-04-16,8102.382784916617
2018-04-17,8072.689679088268
2018-04-18,8084.979729438471
2018-04-19,8242.612122547904
2018-04-20,8472.047545323272
2018-04-21,8819.893991369878
2018-04-22,8914.163072985399
2018-04-23,8919.297746854209
2018-04-24,9561.079968507356
2018-04-25,9333.21758608206
2018-04-27,9160.550220089011
2018-04-28,9263.900050314542
2018-04-29,9372.756682693704
2018-04-30,9309.76655213838
2018-05-01,9020.031502353306
2018-05-02,9130.857435818732
2018-05-03,9372.897465102273
2018-05-04,9650.605136876286
2018-05-05,9765.684728266608
2018-05-06,9563.237952195128
2018-05-07,9312.489513143028
2018-05-08,9262.514988267792
2018-05-09,9206.15109742963
2018-05-10,9277.009394294131
2018-05-11,8722.444791086244
2018-05-12,8449.583642395215
2018-05-13,8587.897731736224
2018-05-14,8596.403265570714
2018-05-15,8659.701131261862
2018-05-16,8295.402395617972
2018-05-17,8297.258796346274
2018-05-18,8114.17205610973
2018-05-19,8277.994014784903
2018-05-20,8387.250911049725
2018-05-21,8473.411106562067
2018-05-22,8266.066543358007
2018-05-23,7839.023740284661
2018-05-24,7583.110707133642
2018-05-25,7525.954303365073
2018-05-26,7531.185241008659
2018-05-27,7366.577873833683
2018-05-28,7317.697843748534
2018-05-29,7327.520512641799
2018-05-30,7449.7914443511345
2018-05-31,7502.647622792793
2018-06-01,7491.148426608085
2018-06-02,7575.9303946448
2018-06-03,7639.7031219391265
2018-06-04,7582.793468130435
2018-06-05,7491.301456149944
2018-06-06,7572.915124080475
2018-06-07,7675.774130524619
2018-06-08,7610.102317313411
2018-06-09,7658.537371078208
2018-06-10,7192.450388539446
2018-06-11,6781.821902561505
2018-06-12,6788.082937677246
2018-06-13,6474.8240496054395
2018-06-14,6505.476188107106
2018-06-15,6568.150558095138
2018-06-16,6493.521870975762
2018-06-17,6543.93924511072
2018-06-18,6540.403377578677
2018-06-19,6732.82048939119
2018-06-20,6694.05269177128
2018-06-21,6742.661081785828
2018-06-22,6379.083285809077
2018-06-23,6166.683152239077
2018-06-24,6047.794967273333
2018-06-25,6222.702635120136
2018-06-26,6225.014660693037
2018-06-27,6128.227662484785
2018-06-28,6107.607644625774
2018-06-29,5928.05340594588
2018-06-30,6379.976187279801
2018-07-01,6379.399763599335
2018-07-02,6466.313562276229
2018-07-03,6601.072497127952
2018-07-04,6581.009263026757
